,Id,category,identifier
ARHGAP21,3235,Ligand,ARHGAP21
UBAP2,3236,Ligand,UBAP2
MAP3K21,3237,Ligand,MAP3K21
TTBK1,3238,Ligand,TTBK1
SH3PXD2A,3239,Ligand,SH3PXD2A
FHL5,3240,Ligand,FHL5
ARHGAP40,3241,Ligand,ARHGAP40
TSPO2,3242,Ligand,TSPO2
OBSCN,3243,Ligand,OBSCN
SYDE2,3244,Ligand,SYDE2
DAB2IP,3245,Ligand,DAB2IP
PDE4DIP,3246,Ligand,PDE4DIP
ZNF318,3247,Ligand,ZNF318
METTL21C,3248,Ligand,METTL21C
TSHZ3,3249,Ligand,TSHZ3
RPGRIP1L,3250,Ligand,RPGRIP1L
ZFYVE26,3251,Ligand,ZFYVE26
PDPK2P,3252,Ligand,PDPK2P
TTC19,3253,Ligand,TTC19
ITPRIPL1,3254,Ligand,ITPRIPL1
NCAPH2,3255,Ligand,NCAPH2
RAB12,3256,Ligand,RAB12
PLEKHA7,3257,Ligand,PLEKHA7
TTBK2,3258,Ligand,TTBK2
PTCRA,3259,Ligand,PTCRA
STYK1,3260,Ligand,STYK1
RCSD1,3261,Ligand,RCSD1
NIPBL,3262,Ligand,NIPBL
TET2,3263,Ligand,TET2
ZNF774,3264,Ligand,ZNF774
JMJD6,3265,Ligand,JMJD6
MAST2,3266,Ligand,MAST2
PNCK,3267,Ligand,PNCK
ARHGAP11A,3268,Ligand,ARHGAP11A
PKN3,3269,Ligand,PKN3
ULK3,3270,Ligand,ULK3
FBXO38,3271,Ligand,FBXO38
LRFN4,3272,Ligand,LRFN4
LARP1,3273,Ligand,LARP1
SLC30A9,3274,Ligand,SLC30A9
TRAF7,3275,Ligand,TRAF7
APOA5,3276,Ligand,APOA5
TSSK4,3277,Ligand,TSSK4
MYOD1,3278,Ligand,MYOD1
SMARCD3,3279,Ligand,SMARCD3
NHS,3280,Ligand,NHS
FIP1L1,3281,Ligand,FIP1L1
CRTC3,3282,Ligand,CRTC3
BCOR,3283,Ligand,BCOR
POGZ,3284,Ligand,POGZ
DNMBP,3285,Ligand,DNMBP
GIGYF2,3286,Ligand,GIGYF2
NBEAL2,3287,Ligand,NBEAL2
FGD5,3288,Ligand,FGD5
BICDL1,3289,Ligand,BICDL1
SRCAP,3290,Ligand,SRCAP
RASSF6,3291,Ligand,RASSF6
PIK3AP1,3292,Ligand,PIK3AP1
ARHGAP27,3293,Ligand,ARHGAP27
PHLPP2,3294,Ligand,PHLPP2
STXBP4,3295,Ligand,STXBP4
SSH2,3296,Ligand,SSH2
ASXL2,3297,Ligand,ASXL2
SND1,3298,Ligand,SND1
MEPCE,3299,Ligand,MEPCE
MOB1B,3300,Ligand,MOB1B
STRADA,3301,Ligand,STRADA
ZC3HAV1,3302,Ligand,ZC3HAV1
PEX26,3303,Ligand,PEX26
CLASP1,3304,Ligand,CLASP1
HAUS6,3305,Ligand,HAUS6
MDGA2,3306,Ligand,MDGA2
GOLGA7,3307,Ligand,GOLGA7
ARHGAP22,3308,Ligand,ARHGAP22
IRF2BP2,3309,Ligand,IRF2BP2
NET1,3310,Ligand,NET1
SRGAP1,3311,Ligand,SRGAP1
ANKS1B,3312,Ligand,ANKS1B
ARHGAP30,3313,Ligand,ARHGAP30
FGD2,3314,Ligand,FGD2
NRARP,3315,Ligand,NRARP
RABEPK,3316,Ligand,RABEPK
CNTRL,3317,Ligand,CNTRL
USP37,3318,Ligand,USP37
RNF180,3319,Ligand,RNF180
SYVN1,3320,Ligand,SYVN1
LDB1,3321,Ligand,LDB1
TLK2,3322,Ligand,TLK2
KTN1,3323,Ligand,KTN1
NOXA1,3324,Ligand,NOXA1
NLRX1,3325,Ligand,NLRX1
CADPS2,3326,Ligand,CADPS2
FERMT3,3327,Ligand,FERMT3
ADIPOR2,3328,Ligand,ADIPOR2
PIM3,3329,Ligand,PIM3
CD163,3330,Ligand,CD163
IFTAP,3331,Ligand,IFTAP
TAX1BP1,3332,Ligand,TAX1BP1
HOOK3,3333,Ligand,HOOK3
ARHGEF25,3334,Ligand,ARHGEF25
JAZF1,3335,Ligand,JAZF1
LONP2,3336,Ligand,LONP2
STING1,3337,Ligand,STING1
FBXO11,3338,Ligand,FBXO11
VRK2,3339,Ligand,VRK2
ERO1B,3340,Ligand,ERO1B
HIPK1,3341,Ligand,HIPK1
IRF2BP1,3342,Ligand,IRF2BP1
PLD3,3343,Ligand,PLD3
VRK3,3344,Ligand,VRK3
TIAM2,3345,Ligand,TIAM2
MAPK4,3346,Ligand,MAPK4
ARHGEF19,3347,Ligand,ARHGEF19
GCC2,3348,Ligand,GCC2
BRSK2,3349,Ligand,BRSK2
TRIM59,3350,Ligand,TRIM59
PHF6,3351,Ligand,PHF6
ARHGAP12,3352,Ligand,ARHGAP12
TP53INP2,3353,Ligand,TP53INP2
ASXL1,3354,Ligand,ASXL1
RPAP2,3355,Ligand,RPAP2
SLX4,3356,Ligand,SLX4
FANCM,3357,Ligand,FANCM
COLGALT2,3358,Ligand,COLGALT2
SEPTIN12,3359,Ligand,SEPTIN12
HACE1,3360,Ligand,HACE1
DOCK3,3361,Ligand,DOCK3
CDK20,3362,Ligand,CDK20
MYOCD,3363,Ligand,MYOCD
ABCA7,3364,Ligand,ABCA7
SPART,3365,Ligand,SPART
TTC5,3366,Ligand,TTC5
TAGAP,3367,Ligand,TAGAP
DOCK4,3368,Ligand,DOCK4
ARHGEF28,3369,Ligand,ARHGEF28
UNC80,3370,Ligand,UNC80
ARMC10,3371,Ligand,ARMC10
PELI3,3372,Ligand,PELI3
STK40,3373,Ligand,STK40
PPM1K,3374,Ligand,PPM1K
STAG2,3375,Ligand,STAG2
RASGEF1C,3376,Ligand,RASGEF1C
NIN,3377,Ligand,NIN
AFAP1L2,3378,Ligand,AFAP1L2
CAMK1D,3379,Ligand,CAMK1D
RNF10,3380,Ligand,RNF10
NGEF,3381,Ligand,NGEF
EID2,3382,Ligand,EID2
GPR161,3383,Ligand,GPR161
JMY,3384,Ligand,JMY
RASGEF1A,3385,Ligand,RASGEF1A
BANP,3386,Ligand,BANP
TERB1,3387,Ligand,TERB1
XXYLT1,3388,Ligand,XXYLT1
COLGALT1,3389,Ligand,COLGALT1
POGLUT1,3390,Ligand,POGLUT1
NECAP1,3391,Ligand,NECAP1
TSC22D3,3392,Ligand,TSC22D3
HJURP,3393,Ligand,HJURP
CDK14,3394,Ligand,CDK14
CCNY,3395,Ligand,CCNY
BVES,3396,Ligand,BVES
CSNK2A3,3397,Ligand,CSNK2A3
FBXO22,3398,Ligand,FBXO22
SYNE1,3399,Ligand,SYNE1
NOXO1,3400,Ligand,NOXO1
FLCN,3401,Ligand,FLCN
NBEA,3402,Ligand,NBEA
DNER,3403,Ligand,DNER
TTL,3404,Ligand,TTL
TRIM58,3405,Ligand,TRIM58
PJA1,3406,Ligand,PJA1
KNL1,3407,Ligand,KNL1
SVIP,3408,Ligand,SVIP
TERB2,3409,Ligand,TERB2
NEDD1,3410,Ligand,NEDD1
WDR48,3411,Ligand,WDR48
LHFPL5,3412,Ligand,LHFPL5
GABPB2,3413,Ligand,GABPB2
CEP76,3414,Ligand,CEP76
UHMK1,3415,Ligand,UHMK1
NPLOC4,3416,Ligand,NPLOC4
DEPTOR,3417,Ligand,DEPTOR
PLPPR1,3418,Ligand,PLPPR1
PREX1,3419,Ligand,PREX1
MRAP,3420,Ligand,MRAP
MIPOL1,3421,Ligand,MIPOL1
NEK9,3422,Ligand,NEK9
NEK7,3423,Ligand,NEK7
NEK6,3424,Ligand,NEK6
BRSK1,3425,Ligand,BRSK1
DMXL2,3426,Ligand,DMXL2
GPR119,3427,Ligand,GPR119
SSH3,3428,Ligand,SSH3
CEP192,3429,Ligand,CEP192
RAPGEF6,3430,Ligand,RAPGEF6
SMCR8,3431,Ligand,SMCR8
WHAMM,3432,Ligand,WHAMM
FNIP1,3433,Ligand,FNIP1
UBASH3B,3434,Ligand,UBASH3B
HDAC7,3435,Ligand,HDAC7
STYX,3436,Ligand,STYX
FBLIM1,3437,Ligand,FBLIM1
BRK1,3438,Ligand,BRK1
NUDCD2,3439,Ligand,NUDCD2
ZFPM2,3440,Ligand,ZFPM2
APH1B,3441,Ligand,APH1B
DYDC1,3442,Ligand,DYDC1
ATXN2L,3443,Ligand,ATXN2L
ARAP3,3444,Ligand,ARAP3
PHIP,3445,Ligand,PHIP
STON2,3446,Ligand,STON2
MADD,3447,Ligand,MADD
AUTS2,3448,Ligand,AUTS2
JDP2,3449,Ligand,JDP2
SSH1,3450,Ligand,SSH1
KCTD13,3451,Ligand,KCTD13
TCAP,3452,Ligand,TCAP
ARAP2,3453,Ligand,ARAP2
TFAP2B,3454,Ligand,TFAP2B
DDX1,3455,Ligand,DDX1
STARD8,3456,Ligand,STARD8
SHC3,3457,Ligand,SHC3
PSMF1,3458,Ligand,PSMF1
TM9SF4,3459,Ligand,TM9SF4
BAP1,3460,Ligand,BAP1
RAPGEF5,3461,Ligand,RAPGEF5
PIK3R3,3462,Ligand,PIK3R3
PHF3,3463,Ligand,PHF3
NDRG1,3464,Ligand,NDRG1
CNOT9,3465,Ligand,CNOT9
RABGGTA,3466,Ligand,RABGGTA
LARP4B,3467,Ligand,LARP4B
PXDN,3468,Ligand,PXDN
RND1,3469,Ligand,RND1
GTF3A,3470,Ligand,GTF3A
PRCC,3471,Ligand,PRCC
TFG,3472,Ligand,TFG
THRSP,3473,Ligand,THRSP
DPF2,3474,Ligand,DPF2
RPGR,3475,Ligand,RPGR
INPP5D,3476,Ligand,INPP5D
GHSR,3477,Ligand,GHSR
CELF1,3478,Ligand,CELF1
UFD1,3479,Ligand,UFD1
GPKOW,3480,Ligand,GPKOW
KHSRP,3481,Ligand,KHSRP
KCNB2,3482,Ligand,KCNB2
RIT1,3483,Ligand,RIT1
TNPO1,3484,Ligand,TNPO1
USP13,3485,Ligand,USP13
KISS1R,3486,Ligand,KISS1R
FBXW5,3487,Ligand,FBXW5
RNF34,3488,Ligand,RNF34
FBXO32,3489,Ligand,FBXO32
L3MBTL2,3490,Ligand,L3MBTL2
MCHR2,3491,Ligand,MCHR2
MUL1,3492,Ligand,MUL1
CDCA5,3493,Ligand,CDCA5
MRTFA,3494,Ligand,MRTFA
ERGIC1,3495,Ligand,ERGIC1
FAM162A,3496,Ligand,FAM162A
ADIPOR1,3497,Ligand,ADIPOR1
FERMT2,3498,Ligand,FERMT2
ACD,3499,Ligand,ACD
RAD51AP1,3500,Ligand,RAD51AP1
PHF21A,3501,Ligand,PHF21A
SGK3,3502,Ligand,SGK3
DOCK10,3503,Ligand,DOCK10
PPP1R14B,3504,Ligand,PPP1R14B
EAF2,3505,Ligand,EAF2
GCC1,3506,Ligand,GCC1
OPTN,3507,Ligand,OPTN
AP2M1,3508,Ligand,AP2M1
RAB39B,3509,Ligand,RAB39B
HDAC11,3510,Ligand,HDAC11
ARHGEF26,3511,Ligand,ARHGEF26
PABIR1,3512,Ligand,PABIR1
HOOK2,3513,Ligand,HOOK2
PERP,3514,Ligand,PERP
DTNBP1,3515,Ligand,DTNBP1
NRBF2,3516,Ligand,NRBF2
TRIM11,3517,Ligand,TRIM11
PELI1,3518,Ligand,PELI1
MRAP2,3519,Ligand,MRAP2
P2RY11,3520,Ligand,P2RY11
PDXP,3521,Ligand,PDXP
MASTL,3522,Ligand,MASTL
CENPN,3523,Ligand,CENPN
ERO1A,3524,Ligand,ERO1A
INTS4,3525,Ligand,INTS4
NGLY1,3526,Ligand,NGLY1
PAWR,3527,Ligand,PAWR
CFAP53,3528,Ligand,CFAP53
VPS39,3529,Ligand,VPS39
EAF1,3530,Ligand,EAF1
VCPIP1,3531,Ligand,VCPIP1
ELMO2,3532,Ligand,ELMO2
ZNF462,3533,Ligand,ZNF462
CHAMP1,3534,Ligand,CHAMP1
RITA1,3535,Ligand,RITA1
ZNF521,3536,Ligand,ZNF521
SCYL1,3537,Ligand,SCYL1
RPGRIP1,3538,Ligand,RPGRIP1
MRGPRX2,3539,Ligand,MRGPRX2
MRGPRX1,3540,Ligand,MRGPRX1
TRIM47,3541,Ligand,TRIM47
RAB1A,3542,Ligand,RAB1A
C9orf72,3543,Ligand,C9orf72
FGD4,3544,Ligand,FGD4
NSMCE3,3545,Ligand,NSMCE3
JAKMIP1,3546,Ligand,JAKMIP1
DOCK7,3547,Ligand,DOCK7
SPATA13,3548,Ligand,SPATA13
PTCHD1,3549,Ligand,PTCHD1
CAMK1G,3550,Ligand,CAMK1G
ARAP1,3551,Ligand,ARAP1
OXGR1,3552,Ligand,OXGR1
ARHGEF17,3553,Ligand,ARHGEF17
PLEKHG4B,3554,Ligand,PLEKHG4B
NEK1,3555,Ligand,NEK1
CSMD1,3556,Ligand,CSMD1
ATAD5,3557,Ligand,ATAD5
PHF12,3558,Ligand,PHF12
NACC1,3559,Ligand,NACC1
PASK,3560,Ligand,PASK
F2RL3,3561,Ligand,F2RL3
UIMC1,3562,Ligand,UIMC1
TRIB3,3563,Ligand,TRIB3
TP53RK,3564,Ligand,TP53RK
PIGS,3565,Ligand,PIGS
TESK2,3566,Ligand,TESK2
RANBP9,3567,Ligand,RANBP9
DYRK1B,3568,Ligand,DYRK1B
CLCC1,3569,Ligand,CLCC1
SRPK1,3570,Ligand,SRPK1
FIZ1,3571,Ligand,FIZ1
CDK5RAP2,3572,Ligand,CDK5RAP2
RBM15,3573,Ligand,RBM15
CDC5L,3574,Ligand,CDC5L
GPER1,3575,Ligand,GPER1
EYA3,3576,Ligand,EYA3
NEU1,3577,Ligand,NEU1
RIT2,3578,Ligand,RIT2
SCAF11,3579,Ligand,SCAF11
NDN,3580,Ligand,NDN
MAP3K6,3581,Ligand,MAP3K6
ETS1,3582,Ligand,ETS1
MCHR1,3583,Ligand,MCHR1
APBA2,3584,Ligand,APBA2
WWTR1,3585,Ligand,WWTR1
PTPN18,3586,Ligand,PTPN18
TBL1Y,3587,Ligand,TBL1Y
AKAP9,3588,Ligand,AKAP9
DPYSL5,3589,Ligand,DPYSL5
P2RY13,3590,Ligand,P2RY13
FERMT1,3591,Ligand,FERMT1
FYCO1,3592,Ligand,FYCO1
ARHGAP9,3593,Ligand,ARHGAP9
CENPK,3594,Ligand,CENPK
ERP44,3595,Ligand,ERP44
PIMREG,3596,Ligand,PIMREG
KIFC1,3597,Ligand,KIFC1
NDFIP1,3598,Ligand,NDFIP1
WAC,3599,Ligand,WAC
PI4K2A,3600,Ligand,PI4K2A
CRB3,3601,Ligand,CRB3
DUSP26,3602,Ligand,DUSP26
COLEC11,3603,Ligand,COLEC11
CDK19,3604,Ligand,CDK19
SORBS1,3605,Ligand,SORBS1
GPR174,3606,Ligand,GPR174
KLF16,3607,Ligand,KLF16
MAP1LC3C,3608,Ligand,MAP1LC3C
HDAC8,3609,Ligand,HDAC8
SHANK3,3610,Ligand,SHANK3
ASXL3,3611,Ligand,ASXL3
RBCK1,3612,Ligand,RBCK1
NSD3,3613,Ligand,NSD3
ASPSCR1,3614,Ligand,ASPSCR1
UPF3B,3615,Ligand,UPF3B
TBL1XR1,3616,Ligand,TBL1XR1
PRKD2,3617,Ligand,PRKD2
SPRY4,3618,Ligand,SPRY4
TESK1,3619,Ligand,TESK1
SETD5,3620,Ligand,SETD5
PHACTR1,3621,Ligand,PHACTR1
ARHGAP39,3622,Ligand,ARHGAP39
NDEL1,3623,Ligand,NDEL1
NMUR2,3624,Ligand,NMUR2
NPFFR1,3625,Ligand,NPFFR1
MFF,3626,Ligand,MFF
NUAK2,3627,Ligand,NUAK2
KLC2,3628,Ligand,KLC2
SIK2,3629,Ligand,SIK2
RAB6C,3630,Ligand,RAB6C
SIL1,3631,Ligand,SIL1
IRF2BPL,3632,Ligand,IRF2BPL
LPAR5,3633,Ligand,LPAR5
KIF13A,3634,Ligand,KIF13A
MYLK2,3635,Ligand,MYLK2
CDT1,3636,Ligand,CDT1
VPS11,3637,Ligand,VPS11
S1PR5,3638,Ligand,S1PR5
SLK,3639,Ligand,SLK
TNKS2,3640,Ligand,TNKS2
TAOK3,3641,Ligand,TAOK3
ADNP,3642,Ligand,ADNP
DPH5,3643,Ligand,DPH5
RANBP17,3644,Ligand,RANBP17
HMGA1,3645,Ligand,HMGA1
PARL,3646,Ligand,PARL
KCTD10,3647,Ligand,KCTD10
GHITM,3648,Ligand,GHITM
HRH4,3649,Ligand,HRH4
HIPK3,3650,Ligand,HIPK3
WNK1,3651,Ligand,WNK1
SAV1,3652,Ligand,SAV1
DEF6,3653,Ligand,DEF6
USP8,3654,Ligand,USP8
RNF41,3655,Ligand,RNF41
RGCC,3656,Ligand,RGCC
SLA2,3657,Ligand,SLA2
MOB1A,3658,Ligand,MOB1A
PLEKHF2,3659,Ligand,PLEKHF2
PELI2,3660,Ligand,PELI2
UPF2,3661,Ligand,UPF2
GRPEL1,3662,Ligand,GRPEL1
CLK4,3663,Ligand,CLK4
PRDM16,3664,Ligand,PRDM16
NMUR1,3665,Ligand,NMUR1
RRAGC,3666,Ligand,RRAGC
PATZ1,3667,Ligand,PATZ1
SGK2,3668,Ligand,SGK2
GPR35,3669,Ligand,GPR35
TANC2,3670,Ligand,TANC2
MOV10,3671,Ligand,MOV10
SDF2L1,3672,Ligand,SDF2L1
BRMS1,3673,Ligand,BRMS1
SSU72,3674,Ligand,SSU72
MID1IP1,3675,Ligand,MID1IP1
LTB4R2,3676,Ligand,LTB4R2
NOP10,3677,Ligand,NOP10
RRAGD,3678,Ligand,RRAGD
GPR84,3679,Ligand,GPR84
PAK6,3680,Ligand,PAK6
ARHGEF9,3681,Ligand,ARHGEF9
GPHN,3682,Ligand,GPHN
DDX21,3683,Ligand,DDX21
ARHGEF4,3684,Ligand,ARHGEF4
ARHGEF3,3685,Ligand,ARHGEF3
DISC1,3686,Ligand,DISC1
STRN4,3687,Ligand,STRN4
UBQLN4,3688,Ligand,UBQLN4
RAB6B,3689,Ligand,RAB6B
ARHGAP35,3690,Ligand,ARHGAP35
TOPORS,3691,Ligand,TOPORS
CYSLTR2,3692,Ligand,CYSLTR2
RNF146,3693,Ligand,RNF146
MDN1,3694,Ligand,MDN1
POT1,3695,Ligand,POT1
NDFIP2,3696,Ligand,NDFIP2
PIH1D1,3697,Ligand,PIH1D1
SDHAF2,3698,Ligand,SDHAF2
NHP2,3699,Ligand,NHP2
SYBU,3700,Ligand,SYBU
SIRT5,3701,Ligand,SIRT5
FBXL12,3702,Ligand,FBXL12
CDKN2AIP,3703,Ligand,CDKN2AIP
GAR1,3704,Ligand,GAR1
DACT1,3705,Ligand,DACT1
FAM13B,3706,Ligand,FAM13B
CDK12,3707,Ligand,CDK12
PLK2,3708,Ligand,PLK2
PSENEN,3709,Ligand,PSENEN
AHSP,3710,Ligand,AHSP
MAT2B,3711,Ligand,MAT2B
C1RL,3712,Ligand,C1RL
BFAR,3713,Ligand,BFAR
PDP1,3714,Ligand,PDP1
SH3BP4,3715,Ligand,SH3BP4
GMIP,3716,Ligand,GMIP
PIM2,3717,Ligand,PIM2
FBLN5,3718,Ligand,FBLN5
ARHGAP23,3719,Ligand,ARHGAP23
FNIP2,3720,Ligand,FNIP2
PAK5,3721,Ligand,PAK5
STK26,3722,Ligand,STK26
CTTNBP2NL,3723,Ligand,CTTNBP2NL
ARHGAP20,3724,Ligand,ARHGAP20
PDP2,3725,Ligand,PDP2
ARHGAP28,3726,Ligand,ARHGAP28
RERE,3727,Ligand,RERE
GNG12,3728,Ligand,GNG12
ASH2L,3729,Ligand,ASH2L
HEY2,3730,Ligand,HEY2
LHX3,3731,Ligand,LHX3
DNAJB9,3732,Ligand,DNAJB9
FAM8A1,3733,Ligand,FAM8A1
CLN8,3734,Ligand,CLN8
STK17A,3735,Ligand,STK17A
FBXL17,3736,Ligand,FBXL17
RIMBP3,3737,Ligand,RIMBP3
SUN2,3738,Ligand,SUN2
UBQLN2,3739,Ligand,UBQLN2
DDX20,3740,Ligand,DDX20
ATP6V1H,3741,Ligand,ATP6V1H
LCMT1,3742,Ligand,LCMT1
MUTYH,3743,Ligand,MUTYH
BAZ2B,3744,Ligand,BAZ2B
ZDHHC2,3745,Ligand,ZDHHC2
RABGEF1,3746,Ligand,RABGEF1
MAGEL2,3747,Ligand,MAGEL2
HOOK1,3748,Ligand,HOOK1
RIMS3,3749,Ligand,RIMS3
ERRFI1,3750,Ligand,ERRFI1
DDX41,3751,Ligand,DDX41
ANAPC2,3752,Ligand,ANAPC2
STOML2,3753,Ligand,STOML2
AKAP11,3754,Ligand,AKAP11
PTBP2,3755,Ligand,PTBP2
TNIK,3756,Ligand,TNIK
APPL1,3757,Ligand,APPL1
TLK1,3758,Ligand,TLK1
RALY,3759,Ligand,RALY
MUC12,3760,Ligand,MUC12
UTS2R,3761,Ligand,UTS2R
VAV3,3762,Ligand,VAV3
FBXL21P,3763,Ligand,FBXL21P
HDAC9,3764,Ligand,HDAC9
ZHX1,3765,Ligand,ZHX1
BAG5,3766,Ligand,BAG5
MYT1L,3767,Ligand,MYT1L
ZMIZ1,3768,Ligand,ZMIZ1
PLEKHG1,3769,Ligand,PLEKHG1
HECTD1,3770,Ligand,HECTD1
CADPS,3771,Ligand,CADPS
AKAP8L,3772,Ligand,AKAP8L
STAP1,3773,Ligand,STAP1
TEC,3774,Ligand,TEC
FZR1,3775,Ligand,FZR1
VPS4A,3776,Ligand,VPS4A
G3BP2,3777,Ligand,G3BP2
G3BP1,3778,Ligand,G3BP1
ARHGAP26,3779,Ligand,ARHGAP26
CDC14A,3780,Ligand,CDC14A
COPS3,3781,Ligand,COPS3
GPR132,3782,Ligand,GPR132
SMC3,3783,Ligand,SMC3
TTF2,3784,Ligand,TTF2
GPR34,3785,Ligand,GPR34
ANKRD26,3786,Ligand,ANKRD26
SATB2,3787,Ligand,SATB2
CILK1,3788,Ligand,CILK1
RIMS2,3789,Ligand,RIMS2
BAIAP2,3790,Ligand,BAIAP2
AURKC,3791,Ligand,AURKC
HDAC5,3792,Ligand,HDAC5
PIN4,3793,Ligand,PIN4
FOXA2,3794,Ligand,FOXA2
CYSLTR1,3795,Ligand,CYSLTR1
BCS1L,3796,Ligand,BCS1L
DLGAP4,3797,Ligand,DLGAP4
MAST1,3798,Ligand,MAST1
SIK3,3799,Ligand,SIK3
KDM2A,3800,Ligand,KDM2A
PTPN22,3801,Ligand,PTPN22
PPP2R2C,3802,Ligand,PPP2R2C
GPR55,3803,Ligand,GPR55
THRAP3,3804,Ligand,THRAP3
KLF13,3805,Ligand,KLF13
SUGT1,3806,Ligand,SUGT1
SBDS,3807,Ligand,SBDS
TMED5,3808,Ligand,TMED5
RNF11,3809,Ligand,RNF11
BZW2,3810,Ligand,BZW2
SH3BP1,3811,Ligand,SH3BP1
STARD13,3812,Ligand,STARD13
GRIP1,3813,Ligand,GRIP1
WNK2,3814,Ligand,WNK2
RWDD3,3815,Ligand,RWDD3
KNSTRN,3816,Ligand,KNSTRN
L3MBTL1,3817,Ligand,L3MBTL1
PRKAB1,3818,Ligand,PRKAB1
DAAM1,3819,Ligand,DAAM1
HECTD4,3820,Ligand,HECTD4
GPSM3,3821,Ligand,GPSM3
LAS1L,3822,Ligand,LAS1L
PPME1,3823,Ligand,PPME1
HRH3,3824,Ligand,HRH3
CSAG2,3825,Ligand,CSAG2
CDC42BPB,3826,Ligand,CDC42BPB
INSIG2,3827,Ligand,INSIG2
NPFFR2,3828,Ligand,NPFFR2
UBIAD1,3829,Ligand,UBIAD1
IRAK3,3830,Ligand,IRAK3
RFNG,3831,Ligand,RFNG
ADGRG1,3832,Ligand,ADGRG1
EID1,3833,Ligand,EID1
MTCH2,3834,Ligand,MTCH2
STK24,3835,Ligand,STK24
STK38L,3836,Ligand,STK38L
PRSS21,3837,Ligand,PRSS21
SESN1,3838,Ligand,SESN1
SEC23IP,3839,Ligand,SEC23IP
AFF2,3840,Ligand,AFF2
XPOT,3841,Ligand,XPOT
KATNA1,3842,Ligand,KATNA1
KATNB1,3843,Ligand,KATNB1
KATNAL2,3844,Ligand,KATNAL2
TRHR,3845,Ligand,TRHR
GXYLT2,3846,Ligand,GXYLT2
KLF4,3847,Ligand,KLF4
DHCR24,3848,Ligand,DHCR24
PFKFB4,3849,Ligand,PFKFB4
MYO9A,3850,Ligand,MYO9A
MCRIP1,3851,Ligand,MCRIP1
PCSK2,3852,Ligand,PCSK2
CDK18,3853,Ligand,CDK18
TRIM21,3854,Ligand,TRIM21
PHKG2,3855,Ligand,PHKG2
PHKA2,3856,Ligand,PHKA2
PHKA1,3857,Ligand,PHKA1
LYST,3858,Ligand,LYST
PKM,3859,Ligand,PKM
UBE2J1,3860,Ligand,UBE2J1
UBE2G2,3861,Ligand,UBE2G2
SCAP,3862,Ligand,SCAP
MBTPS1,3863,Ligand,MBTPS1
MBTPS2,3864,Ligand,MBTPS2
OGT,3865,Ligand,OGT
FBP1,3866,Ligand,FBP1
MAGEA3,3867,Ligand,MAGEA3
MAGEC2,3868,Ligand,MAGEC2
OGA,3869,Ligand,OGA
TUFM,3870,Ligand,TUFM
ACAT1,3871,Ligand,ACAT1
CSKMT,3872,Ligand,CSKMT
CHKA,3873,Ligand,CHKA
CCAR2,3874,Ligand,CCAR2
AREL1,3875,Ligand,AREL1
SEPTIN4,3876,Ligand,SEPTIN4
HACD1,3877,Ligand,HACD1
HACD2,3878,Ligand,HACD2
HACD3,3879,Ligand,HACD3
HACD4,3880,Ligand,HACD4
PDK3,3881,Ligand,PDK3
C1QB,3882,Ligand,C1QB
C1QBP,3883,Ligand,C1QBP
PPP3CA,3884,Ligand,PPP3CA
ARSA,3885,Ligand,ARSA
MASP2,3886,Ligand,MASP2
APBB1,3887,Ligand,APBB1
STK16,3888,Ligand,STK16
TAF4,3889,Ligand,TAF4
GRM3,3890,Ligand,GRM3
GRM6,3891,Ligand,GRM6
PDHX,3892,Ligand,PDHX
CAMK2B,3893,Ligand,CAMK2B
CDK10,3894,Ligand,CDK10
SOCS6,3895,Ligand,SOCS6
ARHGAP33,3896,Ligand,ARHGAP33
RASGRF2,3897,Ligand,RASGRF2
FFAR1,3898,Ligand,FFAR1
BCKDK,3899,Ligand,BCKDK
KLF11,3900,Ligand,KLF11
ARHGEF10,3901,Ligand,ARHGEF10
RIMBP2,3902,Ligand,RIMBP2
ANKRD28,3903,Ligand,ANKRD28
TRIM24,3904,Ligand,TRIM24
CTDSPL,3905,Ligand,CTDSPL
KAT6B,3906,Ligand,KAT6B
LMO1,3907,Ligand,LMO1
LMO3,3908,Ligand,LMO3
PPP1R17,3909,Ligand,PPP1R17
SORBS3,3910,Ligand,SORBS3
MSC,3911,Ligand,MSC
NKX3-1,3912,Ligand,NKX3-1
OFD1,3913,Ligand,OFD1
PEX12,3914,Ligand,PEX12
PPP2CB,3915,Ligand,PPP2CB
PPP3CB,3916,Ligand,PPP3CB
RAB5A,3917,Ligand,RAB5A
RGS6,3918,Ligand,RGS6
MRTFB,3919,Ligand,MRTFB
S1PR2,3920,Ligand,S1PR2
SARM1,3921,Ligand,SARM1
SDCBP,3922,Ligand,SDCBP
SOX6,3923,Ligand,SOX6
SRF,3924,Ligand,SRF
BLNK,3925,Ligand,BLNK
TCL1B,3926,Ligand,TCL1B
TET3,3927,Ligand,TET3
TFAP4,3928,Ligand,TFAP4
TNFRSF21,3929,Ligand,TNFRSF21
ZIC3,3930,Ligand,ZIC3
SMAD9,3931,Ligand,SMAD9
ATRX,3932,Ligand,ATRX
CBX4,3933,Ligand,CBX4
PAK3,3934,Ligand,PAK3
CYFIP1,3935,Ligand,CYFIP1
DNAJC3,3936,Ligand,DNAJC3
FSTL3,3937,Ligand,FSTL3
SLA,3938,Ligand,SLA
ATXN7,3939,Ligand,ATXN7
FANCG,3940,Ligand,FANCG
SELENOS,3941,Ligand,SELENOS
